,nota_review,review
31888,5,o produto chegou do jeito anunciado recomendo a todos.
21305,1,"NÃO RECEBI O PRODUTO ATE AGORA , E Zoop NÃO DA NENHUM RETORNO!!!!!!!!!!!!!!!!!"
31281,5,"Entrega antes do prazo, perfume sensacional."
26585,3,Ainda não recebi o meu produto. Quando receber posso recomendar a loja para todos!!!!
24948,1,"Ainda não recebi o produto, portanto não posso avaliar; Aguardo."
29215,5,As lojas Zoop sempre honra com seus compromissos 
13846,5,"Olha...fiquei mto satisfeito com a mercadoria, e recomendo com certeza, foi rápida a entrega, sem sombra de dúvidas, irei comprar mais vezes.
Parabéns... "
17281,2,"01-65096389 pedido referente a três cortinas PVC corta luz, duas foram entregues ,uma não , e aparece no status do pedido como todos os produto entregue ."
28618,5,"Otimo produto,entrega imediata."
28945,5,Produto conforme anúncio. Entrega dentro do prazo. 
5302,5,"A entrega foi muito rápida bem antes do previsto .
Amei a Bíblia , excelente produto , de qualidade e bem embalada , chegou tudo certinho ."
14114,5,"com relação a compra foi excelente, entrega foi rápido, o produto está sendo usado para ver o resultado"
3458,4,"Não fiquei totalmente satisfeita porque esse produto não foi entregue na minha residência, pois tive que me dirigir até o correio para retirar a mercadoria. "
17775,4,"Produto correto, entrega no prazo. Vidro levemente lascado, defeito não sobressai nem afeta funcionamento. Ainda estou avaliando se o peso marcado não muda de uma hora para outra."
6946,4,"MUITO BOM, CHEGOU BEM RÁPIDO. RELÓGIO ORIGINAL DA CASSIO"
5794,4,"Primeira vez que compro e gostei muito desde do acompanhamento do produto até a entrega . 
Muito bom"
35335,4,Chegou antes do esperado.perfeito!!!
25793,1,enrolaram para entregar
33572,5,"entrega rápida antes do prazo, produto de excelente qualidade."
5207,5,chegou mais rapido q o esperado
8412,5,Obrigada ... Pela atenção e rapidez. 
32030,5,Obrigado pela pontual entrega.
5289,4,"Produto muito bom, porém comprar pelo site tem o inconveniente de não ter como saber se o produto (nesse caso) é forte e resistente. Vou ter que usar por um período para avaliar melhor."
24109,5,"Muito boa a loja, o produto chegou antes da data de entrega."
15103,5,Feliz pelo produto e a entrega rápida.
21735,5,"entrega no prazo, bem embalado, vlw obrigado a equipe "
17341,5,Produto dentro do prazo de entrega e também conforme feito pedido.
4505,4,O problema são os correios que não cumpre o prometido na entrega.
34233,4,Os produtos foram todos entregues no prazo.
38577,5,"Recebi bem antes do prazo.
Recomendo! "
32082,4,Recebido dentro do prazo
4137,5,"Entrega antes do prazo;
Gostei do produto ;
Recomendo comprar."
25636,5,"Entrega muita rápida, produto exatamente igual as imagens."
14700,5,Excelente amei 
1827,5,"eu daria nota 10 , chegou antes do tempo"
33981,1,"O produto entregue não foi o mesmo que comprei,e ainda veio com defeito a parte lateral direita veio aberta com isso o volume sobe sozinho só de segurar no controle, não estou conseguindo o meu reimbo"
9210,5,Produtos originais! Recomendo
1253,1,"Produto não é o mesmo mostrado, o fone não é auricular e tem cerca de 30cm, a embalagem veio danificada, rachada e faltando pedaço, o vendedor não retorna o pedido de devolução e ressarcimento."
17737,5,Entregue antes do prazo.....Muito bem. 
6723,5,"Estava assustada para comprar mas foi a melhor q fiz ,bom ,barato e rápido , chegou bem antes do previsto "
27454,2,Mais de 22 dias e ainda não foi entregue 
12014,4,Parece bom mas não é aquilo tudo é aquele tecido que tem q toma cuidado para não pucha fio.mas ainda não pendurei pra ver como fica.
37182,5,"O produto foi entregue muito bem embalado e chegou bem antes do prazo .
Indico para todos."
24114,5,Gostei de comprar nesta loja.
7020,3,Tudo ocorreu bem 
6844,5,"Entrega no prazo.
Produto bem embalado e de qualidade. 
Muito satisfeita. "
571,3,"Motor ótimo, só não vem as cremalheiras junto!"
24291,1,Produto não chegou e não tenho informações de postagem do produto
5312,3,"Comprei duas unidades, foi entregue somente uma. "
36568,1,"Chegou apenas o Bebe Conforto (PP401984324BR), não tendo sido entregues o Carrinho e a Base (PP401984338BR e PP401984341BR) 
até o momento.
Não deveriam usar os Correios e sim alguma transpotadora"
4872,1,É couro sintético!!
32026,1,"Recebi antes do prazo , porém não é como na foto . É bonito , mas bem leve e fino . Nao lavei para saber como fica. "
14019,4,Achei bom.... E foi entregue bem antes do prazo
25380,5,"Entrega rápida , produto correto nada a reclamar.
Tudo ok."
18653,5,Entrega realizada antes do prazo e o produto de ótima qualidade.
15919,3,O prazo de entrega é muito longo. Tem lojas que entregam com 8 dias
35029,4,"Não aceito, esse valores de frete alto "
9900,2,Ainda não recebi. Estou aguardando a entrega do produto ou o cancelamento da compra.
9750,3,Não recebi na cor que estava no anúncio 
22024,1,O prazo de entrega já se passou e ainda não recebi o produto 
8358,5,"Entrega super rápida, produto de ótima qualidade, recomendo com certeza"
9285,5,Entregou antes do prazo. Adorei.
16291,5,Recomendo foi entregue muito bem embalado e chegou muito antes do previsto.
16997,5,Os produtos chegaram conforme o prometido de qualidade e entrega rápida antes do prazo final.
7946,1,O protetor é somente um plástico. Não gostei.
27540,5,"Otimo serviço das Zoop, não e a primeira que compro pelo site da loja e sempre ocorreu tudo dentro do combinado! "
4863,1,Nao recebi os produtos
4737,5,Não coloque ainda mas se ficar do meu gosto comorarei mais
6019,3,Era para eu ter recebido na minha residência e nao ter ido ao correio para buscar
27907,5,Melhor preço. Atendeu a minha necessidade.
35264,1,"as duas embalagens vieram muito amassadas, quase devolvi o pedido. Não compro mais desta loja."
11511,5,"muito bom, lindo"
18501,5,"OTIMO PRODUTO, FOI ENTREGUE NO PRAZO CORRETO E FUNCIONA BEM, SEM AQUELAS FRESCURAS DE TER QUE CONFIGURAR, SÓ USAR!"
12041,5,Pedido entregue 7 dias antes do previsto 
37205,5,"Entregue no prazo , muito bom"
35020,4,Só que deveria ser um pouco mais reforçada
26825,1,Produto se encontra com vários dias de atraso já tentei entrar varias vezes em contato com a loja e não consigo. Gostaria de saber o que aconteceu com minha compra?uma posição de vocês fico no aguardo
25490,3,"Falta os controles 
"
4621,5,O produto foi entregue antes do prazo informado. Recomendo a todos.
5837,5,"tudo correto, só elogios"
7515,2,"Além de não ter sido frente grátis, teve um prazo muito longo de entreg, quase um mês"
35012,1,"Não gostei.muita demora na entrega, até hoje não recebi meu produto."
731,5,"Melhor preço e entrega super rápida, sou fregues a muito tempo, loja totalmente confiável..."
35646,2,"2 vez q compro 
Pago o frete de entrega e nao recebo no meu endereco
Tenho a perder hora de servico e me deslocar ate uma agencia de correio para retirar"
28133,5,"Ótimo, chegou antes do que eu esperava muito rápido"
23109,5,Ótima loja realmente recomendo 
35543,5,Massa de bom
2015,5,"Encomendei 2 carrinho da mesma loja 
Mais recebi somente um com a nota de dois carrinhos
Estou no aguardo pelo outro produto"
1316,3,"Recebi o pedido corretamente, porém o mesmo não veio acompanhado da nota fisca"
16006,5,Chegou muito antes do prazo e tudo certinho.
16696,3,"Produto perfeito, mas a cor não veio conforme pedido."
17142,5,"Tudo ok , eu recomendo a todos "
11009,4,Eu gostei e compraria novamente 
11757,1,Comprei um controle remoto e passados quase trinta dias ainda não o recebi.
36931,5,Boa compra. Bem em conta comparando com outras lojas. Chegou super rápido. Recomendo 
33908,5,Amei o meu produto e recomendo a todos!!
12016,5,muito bom e rapido gostei
3590,1,"Muito ruim a qualidade, as bordas do desenho veio com aspecto de queimado, não consigo tirar a pelicula da frente do espelho pra ver se afetou o mesmo... sem adesivo pra fixar. "
11401,2,NÃO RECEBI MEU RELOGIO E AINDA AGUARDO O MEU RELOGIO.
14276,3,"Entrega muito demorada, apesar de não me atentar a isso quando fiz a compra, o prazo era de 30dias e mesmo assim ainda atrasou uma semana. A intenção era presentear minha filha no dia 12/10, não 01/11"
18698,4,"O aparelho é bom, de fácil manuseio. Ele só é chato para configurar. Ainda não regulei ele todo, mas o manual é de fácil compreensão. O interessante é que esse fornecedor testa antes de enviar."
14612,5,"excelente,recebi antes do prazo."
23186,5,"Òtimo site, chegou muito rápido, nunca tive problemas."
15038,3,Na hora da compra após colocar cartão de crédito e confirmar vai para uma tela escrita em inglês que parece erro. Segunda vez que ocorre. Da outra vez pensei que não tinha concluído compra e a fiz .
38481,1,Não sei como a Zoop resolve usar o próprio nome pra vender produtos de um loja tão descompromissada com o cliente. Não respondem o meu e-mail reclamando do atraso e da falta de atenção . 
3825,4,"Nota 10 pela entrega.
O produto não tem a cor exatamente preta, está mais para chumbo cobreado..."
32121,1,Infelizmente o produto não chegou dentro do prazo estabelecido.
31849,1,Não tem como avaliar e nem recomendar a loja sendo que eu ainda não recebi meu produto.
23942,1,Mais uma vez compro o mêsmo produto em loja diferente não recebo 
3168,5,"Recebi hoje e ainda não montei as estantes, mas as caixas estão íntegras, com aparência de transporte cuidadoso. Recebi bem antes do prazo. Super recomendo a loja!"
13859,5,"Produto chegou em 3 dias, muito rápido, a princípio está funcionamento bem, mas ainda não utilizei."
19670,2,Produto entregue diferente da compra
828,5,Produto chegou no prazo da entrega sem nenhum detalhe.
28992,3,"Boa tarde !
Bom recebi um produto mas não sei nem para que serve. Era para ser uma navalhete de barbear mas não é, não estou satisfeito com o que eu recebi."
7290,5,"Entrega rápida, produto de qualidade, tudo lindo como esperado
"
8282,5,sempre compro nas lojas Zoop e sempre muito bem atendida com os meus produtos entregue em dia
30121,4,"Não manda mais pelo correio o correio de Santa Catarina de Itajai e uma Bosta não entregam na residencia tem que ir buscar la....
"
21796,5,"A bomba é ótima, não dói e é fácil de ser utilizada."
38267,3,Um dia antes de vencer o prazo de entrega recebi e-mail que a entrega não tinha sido efetuada por não encontrar ninguém em casa. Informação não procede. Agora manda retirar nos correios. 
14307,5,O produto chegou muito antes do que eu imaginava que chegava!
11683,4,"Recomendo, mas frete é caro."
35672,1,"Simplesmente já esgotou o prazo de entrega do produto e o mesmo não foi entregue, além disso estou sem saber se vou receber ou não o produto "
28118,3,Pensei que era igual na foto mas não é só beleza 
26582,1,O produto chegou e estragou sozinho
34993,1,"Produto cancelado. Pior compra da minha vida, tanto por conta das Zoop, como pela loja"
17334,5,"produto entregue bem antes do prazo, muito bom"
21212,1,"Bom dia

Ainda não recebi meu produto dentro do prazo que disseram que entregariam. Estou decepcionado. Ainda estou aguardando o produto"
50,1,Não funciona não faz sincronismo
3005,1,O produto chegou correto. O problema foi a demora na entrega.
6653,4,loja mto boa de comprar
13685,1,"COMO DAR MINHA OPINIÃO?????
NÃO RECEBI O PRODUTO ISSO JÁ É UMA MANEIRA DE SABER QUE ESTOU TOTALMENTE INSATISFEITA E IRRITADA.
QUERO SABER QUAL SERÁ A PROVIDÊNCIA???? "
10146,5,"Adorei, a qualidade é excelente "
8648,1,Produto de péssima qualidade!
989,1,"Minha avaliação ta sendo esta pq aqui aparece q recebi o produto e ainda não chegou em casa.Por favor, queria saber o q está acontecendo ???
Atenciosamente, 
Juliana"
37599,5,"perfeito,chegou antes do previsto.muito obrigado
"
9575,2,"Apesar dos produtos da loja serem de bom custo, o tempo da entrega e a falta de informações para o cliente sobre o andamento do pedido, deixa muito a desejar. Infelizmente não recomendo a terceiros."
31361,1,Não é o produto que queria tento fazer a devolução e não me respondem.
15924,5,Produtos de boa qualidade.
31621,1,"O jogo todo arranhado, envio e-mail reclamação vocês não respondem, não gira no vídeo game. Testado em outro vídeo games ."
27177,5,"Tudo correto,foi como eu esperava."
34793,5,Entrega No Prazo e Excelente produto.Valeu....
9922,2, Não veio oprotetor de escapamento!!
26795,4,"Foi fácil de montar, apesar de algumas peças menores não encaixarem perfeitamente (mas isso não compromete o uso da cadeira). A cor é barro, não o vermelho aceso que esperava. É confortável, recomendo"
2421,5,"Boa qualidade, funciona perfeitamente."
24002,5,Adorei o relógio e a entrega foi rápida.
18720,5,produdo muito bom recomendo pra todos
9577,3,Barato mas poderia ser melhor o produto
29015,5,"antes do prazo, muito bom.
recomendo!"
2976,5,ESTOU MUITO SATISFEITA COM OS PRODUTOS E ATENDIMENTO.
25552,5,Ainda não testei o produto mas o estado do produto está em perfeita condição e não há danos devido o transporte.
9734,5,Recomendaria a loja por sua rapidez e preocupação com o cliente.
17299,1,Eu quero saber onde está meu produto que Ainda não recebi !!!! Esta demorando horrores !! 
2993,3,"Produto chegou além do prazo estipulado.
Devido a este fato, precisei comprar outro celular para presentear meu Pai no Matal, pois o mesmo precisava ser entregue em mãos no Rio Grande do Sul."
30619,5,"A entrega foi rápida, antes do prazo previsto.
O produto corresponde às minhas expectativas até o momento. Está em uso há 4 dias."
21819,2,achei a cor fraca
5321,1,aguardo resposta de vcs.
27023,5,Rápido e de boa qualidadd
13781,5,Produto de qualidade e entrega no prazo correto.
37349,5,Eu recomendo a todos podem comprar nota 10.
16285,5,Recebi antes do prazo e bem certinho e cuidado 
15939,5,O produto chegou muito rápido! Recomendo!
